Datetime,NO2_holesovice,PM10_holesovice,O3_holesovice,PM2_5_holesovice,corrosion,temp_in,hum_in,dew_in,SO2,NO2,PM10,O3,PM2_5,temp_out,dew_out,qnh,winddir,windspeed,hum_out,corrosion_diff,temp_in_2,hum_in_2,dew_in_2,temp_in_3,hum_in_3,dew_in_3
2023-05-04 19:36:29,40.2,31.7,0.0,15.5,0.027,20.2455,33.921,3.8755,1.3,18.5,15.5,81.06666666666666,13.466666666666669,14.0,2.4444444444444446,1021.0,81.11111111111111,4.555555555555555,45.333333333333336,0.0,20.299,28.5285,1.4914999999999998,20.61,29.018500000000003,1.996
2023-05-04 20:36:29,40.2,31.7,0.0,15.5,0.027,18.829,36.545,3.6835,1.3,32.1625,14.6625,58.8875,19.1125,12.2,2.6,1020.4,108.0,3.2,52.4,0.0,18.9615,31.178,1.572,19.6475,31.216,2.185
2023-05-04 21:36:29,40.2,31.7,0.0,15.5,0.027,17.5885,38.3355,3.2595,1.3,32.25,12.15,56.15,20.950000000000003,10.375,3.0,1020.0,132.5,3.25,60.5,0.0,17.59,34.251999999999995,1.6840000000000002,18.488999999999997,33.6805,2.2365000000000004
2023-05-04 22:36:29,40.2,31.7,0.0,15.5,0.027,16.313499999999998,39.6095,2.5825,1.3,21.65,10.4,31.9,15.15,8.666666666666666,2.333333333333333,1020.0,173.33333333333334,2.666666666666667,64.66666666666667,0.0,16.397666666666666,35.675333333333334,1.2,17.361,34.855666666666664,1.726
2023-05-04 23:36:29,40.2,31.7,0.0,15.5,0.027,15.1675,40.8725,1.995,1.3,20.942857142857143,15.62857142857143,30.342857142857145,8.128571428571428,8.714285714285714,2.0,1020.0,82.85714285714286,3.4285714285714284,63.142857142857146,0.0,15.36,36.93466666666667,0.7616666666666666,16.049666666666667,36.367666666666665,1.1580000000000001
2023-05-05 00:36:29,40.2,31.7,0.0,15.5,0.027,14.1265,42.206,1.5065,1.3,21.0,21.185714285714287,49.785714285714285,5.228571428571429,7.888888888888889,2.0,1020.0,17.22222222222222,2.888888888888889,66.44444444444444,0.0,14.2925,37.982,0.1985,15.0195,37.51,0.6725
2023-05-05 01:36:29,40.2,31.7,0.0,15.5,0.027,13.1565,43.4665,1.0385,1.3,20.45,17.65,44.8,5.25,7.6,3.2,1020.0,131.60000000000002,2.6,73.6,0.0,13.318666666666667,39.15633333333333,-0.252,13.981333333333334,38.68833333333333,0.1746666666666667
2023-05-05 02:36:29,40.2,31.7,0.0,15.5,0.027,12.35,45.004000000000005,0.788,1.3,21.64,18.94,41.94,10.26,6.888888888888889,3.4444444444444446,1019.4444444444443,136.66666666666666,1.8888888888888888,78.77777777777777,0.0,12.475666666666665,40.419333333333334,-0.573,13.276666666666667,39.725,-0.09266666666666666
2023-05-05 03:36:29,40.2,31.7,0.0,15.5,0.027,11.661,46.362,0.5705,1.3,24.175,21.9375,32.2,16.6,6.0,3.0,1019.0,130.0,1.0,81.0,0.0,11.811,41.271,-0.8865000000000001,12.497,41.042500000000004,-0.345
2023-05-05 04:36:29,40.2,31.7,0.0,15.5,0.027,10.9605,48.1205,0.4425,1.3,23.42857142857143,21.11428571428572,27.52857142857143,20.128571428571423,6.6,3.6,1019.6,168.0,1.6,81.0,0.0,11.189333333333334,42.68233333333333,-0.9889999999999999,11.737666666666668,42.699999999999996,-0.488
2023-05-05 05:36:29,40.2,31.7,0.0,15.5,0.027,10.376,49.75749999999999,0.367,1.3,23.228571428571428,21.82857142857143,28.75714285714286,18.571428571428573,9.22222222222222,4.555555555555555,1020.0,61.66666666666667,1.4444444444444444,72.66666666666667,0.0,10.627666666666666,44.096333333333334,-1.0543333333333333,11.002333333333333,44.638333333333335,-0.5486666666666667
2023-05-05 06:36:29,40.2,31.7,0.0,15.5,0.027,10.271,50.674,0.5215000000000001,1.3,26.12857142857143,29.84285714285714,38.35714285714285,15.62857142857143,12.2,5.6,1020.0,35.599999999999994,2.8,63.6,0.0,10.2385,44.948499999999996,-1.148,10.802,45.2315,-0.55
2023-05-05 07:36:29,40.2,31.7,0.0,15.5,0.027,11.1705,49.947,1.1495,1.3,25.442857142857143,28.985714285714288,57.35714285714286,17.642857142857142,13.714285714285714,6.0,1020.0,52.85714285714285,6.142857142857142,59.85714285714285,0.0,10.5075,45.804500000000004,-0.6465000000000001,10.932500000000001,46.313500000000005,-0.108
2023-05-05 08:36:29,40.2,31.7,0.0,15.5,0.027,13.3085,48.6365,2.7425,0.5571428571428572,10.242857142857142,27.357142857142858,80.8,19.414285714285715,15.11111111111111,6.0,1020.0,55.55555555555556,5.888888888888889,54.55555555555556,0.0,11.751333333333333,46.72766666666667,0.761,11.987,47.26166666666667,1.1336666666666666
2023-05-05 09:36:29,40.2,31.7,0.0,15.5,0.027,15.927499999999998,48.301,5.0405,0.7428571428571429,5.6571428571428575,29.8,98.28571428571428,15.257142857142856,16.857142857142858,6.428571428571429,1020.0,60.0,5.857142857142857,50.142857142857146,0.0,13.927499999999998,47.1985,2.887,13.828,51.3495,3.984
2023-05-05 10:36:29,40.2,31.7,0.0,15.5,0.027,18.466,44.831,6.281,1.3,8.433333333333334,24.46666666666667,107.43333333333334,14.166666666666666,18.428571428571427,6.142857142857143,1019.5714285714286,64.28571428571429,7.428571428571429,45.14285714285714,0.0,16.34,45.34766666666667,4.517,16.023333333333333,47.426,4.869000000000001
2023-05-05 11:36:29,40.2,31.7,0.0,15.5,0.027,20.4565,40.9185,6.7505,1.3,6.575,19.8,113.5,15.225,19.6,5.6,1018.4,70.0,8.0,40.0,0.0,18.8615,40.947,5.332,18.0315,43.3315,5.3985
2023-05-05 12:36:29,40.2,31.7,0.0,15.5,0.027,22.249,35.7435,6.3825,1.3,5.45,20.05,116.9,12.75,20.625,5.375,1018.0,57.5,8.0,36.875,0.0,20.952,35.663,5.2059999999999995,19.817333333333334,37.58433333333333,4.9543333333333335
2023-05-05 13:36:29,40.2,31.7,0.0,15.5,0.027,23.3625,31.8225,5.679,1.3,6.68,16.46,116.34,8.16,21.0,5.0,1017.5,50.0,7.5,35.0,0.0,22.555500000000002,31.406,4.79,21.53,32.8125,4.523
2023-05-05 14:36:29,40.2,31.7,0.0,15.5,0.027,24.0075,29.793,5.2905,1.3,10.3625,10.475,113.3,4.9875,21.0,5.0,1017.0,56.0,7.6,35.0,0.0,23.563000000000002,29.047,4.542999999999999,22.5065,30.6675,4.407
2023-05-05 15:36:29,40.2,31.7,0.0,15.5,0.027,24.406,29.5585,5.52,1.3,9.966666666666669,6.566666666666666,114.1,5.033333333333333,20.444444444444443,4.444444444444445,1017.0,54.44444444444444,7.444444444444445,35.0,0.0,24.209666666666667,27.827666666666666,4.487666666666667,23.342333333333332,29.68133333333333,4.663666666666667
2023-05-05 16:36:29,40.2,31.7,0.0,15.5,0.027,24.23,28.721,4.957000000000001,1.3,8.375,7.0875,114.85,6.4125,20.0,4.428571428571429,1016.5714285714286,58.57142857142857,6.571428571428571,35.857142857142854,0.0,24.239,26.879,4.020666666666667,23.435,28.391333333333336,4.112333333333333
2023-05-05 17:36:29,40.2,31.7,0.0,15.5,0.027,24.359,30.248,5.810499999999999,1.3,10.514285714285714,7.014285714285714,109.21428571428572,9.3,19.571428571428573,5.0,1016.0,61.42857142857143,5.142857142857143,38.285714285714285,0.0,24.084666666666667,26.720666666666666,3.8053333333333335,23.566333333333333,28.615666666666666,4.333
